model,pretrained,metric,n_prompts,n_conditions,ss_total,ss_prompt,ss_condition,ss_interaction,prompt_share,condition_share,interaction_share
RN50,openai,accuracy,12,75,21.01916837328889,0.9176603658222214,19.89470446662222,0.2068035408444444,0.04365826228350605,0.9465029307203402,0.009838806996153563
RN50,openai,ece,12,75,2.8529517608123482,0.8343256142568042,0.4013221498776006,1.617303996677944,0.2924429447833491,0.14066909766582536,0.5668879575508257
RN50,openai,aurc,12,75,28.5510405930654,0.8994175580380901,27.293920344313033,0.35770269071427174,0.031502093771550464,0.9559693719514482,0.012528534277001171
ViT-B-32,openai,accuracy,12,75,17.9981455371,0.09970583550000002,17.79980651293334,0.09863318866666673,0.005539783823531932,0.9889800299837659,0.005480186192702566
ViT-B-32,openai,ece,12,75,1.0114217054370203,0.5175793705342385,0.36708626789178694,0.12675606701099473,0.5117344899283135,0.3629408642492742,0.12532464582241226
ViT-B-32,openai,aurc,12,75,9.511366710729082,0.07533532750348744,9.353617692706079,0.08241369051951448,0.007920557559673011,0.9834146844695771,0.008664757970749839
